ts,time,c14,c16,c17,c20,c22,c23
2024-10-08 22:09:31,13,326691,368531,204732,306029,253301,171576
2024-10-08 22:09:31,13.04,326813,368618,204969,305740,253192,171643
2024-10-08 22:09:31,13.08,326816,368617,204215,305635,253189,171006
2024-10-08 22:09:31,13.12,326814,368635,203440,305690,253273,170405
2024-10-08 22:09:31,13.16,326953,368771,203534,305830,253402,170490
2024-10-08 22:09:31,13.2,327275,369033,204224,305969,253510,170974
2024-10-08 22:09:31,13.24,327725,369367,204838,306063,253566,171299
2024-10-08 22:09:31,13.28,328197,369698,205182,306127,253591,171366
2024-10-08 22:09:31,13.32,328623,369992,205385,306192,253609,171342
2024-10-08 22:09:31,13.36,328956,370233,205662,306262,253636,171434
2024-10-08 22:09:31,13.4,329159,370401,206320,306328,253681,171919
2024-10-08 22:09:31,13.44,329265,370511,207195,306381,253735,172634
2024-10-08 22:09:31,13.48,329337,370591,207479,306409,253773,172860
2024-10-08 22:09:31,13.52,329389,370637,206772,306418,253792,172252
2024-10-08 22:09:31,13.56,329418,370659,205676,306436,253825,171328
2024-10-08 22:09:31,13.6,329448,370700,204916,306465,253882,170689
2024-10-08 22:09:31,13.64,329489,370760,204580,306462,253905,170372
2024-10-08 22:09:31,13.68,329492,370774,204487,306362,253787,170189
2024-10-08 22:09:32,13.72,329471,370738,204582,306153,253507,170076
2024-10-08 22:09:32,13.76,329555,370766,204884,305883,253209,170076
2024-10-08 22:09:32,13.8,329771,370888,205246,305616,253030,170149
2024-10-08 22:09:32,13.84,329958,370999,205307,305442,252972,170074
2024-10-08 22:09:32,13.88,330032,371068,204981,305423,253011,169784
2024-10-08 22:09:32,13.92,330072,371149,204724,305535,253128,169612
2024-10-08 22:09:32,13.96,330124,371224,204958,305684,253249,169861
2024-10-08 22:09:32,14,330162,371248,205545,305769,253300,170388
2024-10-08 22:09:32,14.04,330194,371249,206086,305795,253303,170855
2024-10-08 22:09:32,14.08,330251,371269,206334,305844,253332,171072
2024-10-08 22:09:32,14.12,330313,371297,206231,305946,253411,171008
2024-10-08 22:09:32,14.16,330345,371310,205899,306051,253507,170770
2024-10-08 22:09:32,14.2,330320,371302,205569,306129,253598,170547
2024-10-08 22:09:32,14.24,330232,371257,205324,306193,253671,170415
2024-10-08 22:09:32,14.28,330103,371175,205086,306260,253734,170313
2024-10-08 22:09:32,14.32,329982,371105,204801,306351,253815,170187
2024-10-08 22:09:32,14.36,329883,371060,204275,306445,253891,169839
2024-10-08 22:09:32,14.4,329755,370986,203375,306477,253864,169126
2024-10-08 22:09:32,14.44,329560,370858,202488,306389,253687,168364
2024-10-08 22:09:32,14.48,329299,370668,202078,306147,253434,167985
2024-10-08 22:09:32,14.52,328906,370334,202065,305800,253213,168043
2024-10-08 22:09:32,14.56,328378,369872,202204,305520,253079,168375
2024-10-08 22:09:32,14.6,327938,369507,202660,305442,253063,169012
2024-10-08 22:09:32,14.64,327746,369367,203503,305565,253167,169917
2024-10-08 22:09:32,14.68,327721,369357,203953,305776,253323,170426
2024-10-08 22:09:33,14.72,327732,369365,203284,305947,253447,169933
2024-10-08 22:09:33,14.76,327750,369359,202034,306052,253522,168908
2024-10-08 22:09:33,14.8,327788,369351,201179,306165,253599,168219
2024-10-08 22:09:33,14.84,327798,369329,201066,306324,253712,168204
2024-10-08 22:09:33,14.88,327718,369284,201551,306486,253850,168748
2024-10-08 22:09:33,14.92,327591,369239,202154,306620,253989,169407
2024-10-08 22:09:33,14.96,327459,369175,202202,306728,254101,169579
2024-10-08 22:09:33,15,327283,369035,201498,306819,254168,169117
2024-10-08 22:09:33,15.04,327045,368821,200684,306902,254209,168583
2024-10-08 22:09:33,15.08,326814,368600,200439,306988,254239,168526
2024-10-08 22:09:33,15.12,326643,368418,200672,307062,254225,168816
2024-10-08 22:09:33,15.16,326472,368250,200901,307037,254098,169025
2024-10-08 22:09:33,15.2,326281,368098,200870,306815,253875,168944
2024-10-08 22:09:33,15.24,326184,368049,200614,306468,253677,168624
2024-10-08 22:09:33,15.28,326194,368083,200349,306197,253573,168311
2024-10-08 22:09:33,15.32,326178,368062,200233,306094,253536,168216
2024-10-08 22:09:33,15.36,326055,367933,200257,306124,253561,168350
2024-10-08 22:09:33,15.4,325869,367757,200312,306230,253644,168569
2024-10-08 22:09:33,15.44,325747,367648,200310,306335,253733,168692
2024-10-08 22:09:33,15.48,325779,367684,200258,306384,253783,168658
2024-10-08 22:09:33,15.52,325901,367812,200314,306395,253809,168651
2024-10-08 22:09:33,15.56,325994,367920,200698,306411,253835,168940
2024-10-08 22:09:33,15.6,325990,367928,201273,306435,253850,169439
2024-10-08 22:09:33,15.64,325851,367797,201620,306450,253850,169809
2024-10-08 22:09:33,15.68,325573,367544,201534,306453,253849,169885
2024-10-08 22:09:34,15.72,325239,367249,201037,306459,253854,169651
2024-10-08 22:09:34,15.76,324952,366985,200348,306514,253884,169254
2024-10-08 22:09:34,15.8,324672,366718,199820,306640,253962,169020
